Ticker,Previous Close,Volume,Market Cap,Total Debt,Net Receivables,Inventory,Property Plant and Equipment,Total Liabilities,Shares Outstanding,Beta,PE Ratio (TTM),EPS (TTM),Dividend,Dividend %,Cash/sh,Cash And Cash Equivalents,NET-NET
Ticker,Previous Close,Volume,Market Cap,Total Debt,Net Receivables,Inventory,Property Plant and Equipment,Total Liabilities,Shares Outstanding,Beta,PE Ratio (TTM),EPS (TTM),Dividend,Dividend %,Cash/sh,Cash And Cash Equivalents,NET-NET
LOGM,87.4,899784.0,4536000000.0,200000000.0,93949000.0,0.0,92154000.0,694367000.0,51870000.0,0.73,33.87,2.58,0.0,0.0,0.0,252402000.0,-5.385564873722768
LONE,7.86,223435.0,193174000.0,337260000.0,13245000.0,0.0,585262000.0,391454000.0,24640000.0,2.06,0.0,2.61,0.0,0.0,0.0,2538000.0,8.37174310064935
LOOP,8.65,65756.0,328929000.0,1060000.0,364634.0,0.0,4036903.0,3071498.0,33810000.0,-0.04,0.0,0.49,0.0,0.0,0.0,8149713.0,0.2776868825791186
LOPE,110.58,282010.0,5338000000.0,63190000.0,12994000.0,0.0,922284000.0,317622000.0,48260000.0,0.73,23.53,4.7,0.0,0.0,0.0,153474000.0,15.911344799005388
LORL,43.15,76925.0,1366000000.0,0.0,11322000.0,0.0,0.0,84113000.0,21430000.0,1.26,19.71,2.24,0.0,0.0,0.0,255139000.0,8.376924871675222
LOVE,21.99,172809.0,327668000.0,0.0,3112603.0,11641482.0,11037289.0,17802482.0,13460000.0,1.26,0.0,1.82,0.0,0.0,0.0,9175951.0,0.7849889487369985
LOXO,159.26,233597.0,4853000000.0,0.0,0.0,0.0,0.0,0.0,30470000.0,3.66,0.0,3.64,0.0,0.0,0.0,142025000.0,4.661142106990482
LPCN,1.52,75550.0,32747000.0,10130000.0,23067.0,0.0,75070.0,6345126.0,21260000.0,0.3,0.0,0.76,0.0,0.0,0.0,3210749.0,-0.14308592427093134
LPLA,65.9,559930.0,5807000000.0,2480000000.0,988580000.0,0.0,412684000.0,4393743000.0,88400000.0,2.19,18.15,3.62,0.0,0.0,0.0,811136000.0,-27.47158371040724
LPNT,64.55,338274.0,2496000000.0,2930000000.0,834500000.0,153100000.0,3090300000.0,3875600000.0,38660000.0,0.68,59.6,1.08,0.0,0.0,0.0,112000000.0,0.7533626487325401
LPSN,26.6,351657.0,1604000000.0,0.0,37926000.0,0.0,34705000.0,92736000.0,62410000.0,0.74,0.0,0.29,0.0,0.0,0.0,56115000.0,0.42506809806120815
LPTH,2.05,76573.0,53094000.0,7440000.0,5417082.0,6404741.0,11809241.0,11759670.0,25770000.0,0.03,51.5,0.04,0.0,0.0,0.0,5508620.0,0.49760857586340707
LPTX,6.87,161264.0,96878000.0,0.0,1744000.0,0.0,135000.0,17945000.0,14700000.0,-0.5,0.0,2.69,0.0,0.0,0.0,25737000.0,0.6282312925170068
LQDA,18.88,68437.0,307560000.0,0.0,1622179.0,0.0,8243012.000000001,48535838.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,3418979.0,0.6282312925170068
LQDT,6.2,121722.0,199164000.0,0.0,14955000.0,20736000.0,16793000.0,82593000.0,32119999.999999996,0.1,0.0,0.78,0.0,0.0,0.0,94348000.0,1.560779887920299
LRAD,3.05,24764.0,100128000.0,740.35,5681882.0,5257234.0,509603.0,3673761.0,32939999.999999996,0.54,0.0,0.04,0.0,0.0,0.0,12803887.0,0.5018141317547056
LRCX,155.28,2240905.0,24532000000.0,2440000000.0,5681882.0,5257234.0,509603.0,3673761.0,157580000.0,1.4,11.82,13.17,0.0,0.0,0.0,12803887.0,0.10489755996953928
LRGE,33.96,5280.0,24532000000.0,2440000000.0,5681882.0,5257234.0,509603.0,3673761.0,157580000.0,1.4,11.82,13.17,0.0,0.0,0.0,12803887.0,0.10489755996953928
LSBK,17.02,2232.0,100883000.0,24650000.0,0.0,435000.0,9373000.0,440602000.0,5920000.0,0.05,30.07,0.57,0.0,0.0,0.0,38175000.0,-66.35751689189189
LSCC,7.71,750545.0,977312000.0,290220000.0,55104000.0,79903000.0,40423000.0,418268000.0,126760000.0,1.81,0.0,0.62,0.0,0.0,0.0,106815000.0,-1.496927264121174
LSTR,123.3,421980.0,4983000000.0,149330000.0,655465000.0,0.0,276011000.0,698583000.0,41090000.0,0.77,22.37,5.42,0.0,0.0,0.0,242416000.0,7.579526648819664
LSXMA,46.37,492005.0,15283000000.0,7290000000.0,242000000.0,0.0,1347000000.0,12054000000.0,102800000.0,1.82,12.59,3.66,0.0,0.0,0.0,615000000.0,-96.4056420233463
LSXMB,49.28,102.0,15356000000.0,7290000000.0,242000000.0,0.0,1347000000.0,12054000000.0,9820000.0,1.82,13.47,3.659,0.0,0.0,0.0,615000000.0,-1009.2158859470469
LSXMK,46.48,1069900.0,15363000000.0,7290000000.0,242000000.0,0.0,1347000000.0,12054000000.0,217900000.0,1.82,12.69,3.66,0.0,0.0,0.0,615000000.0,-45.48187241854062
LTBR,1.0,82375.0,28651000.0,0.0,10400.0,0.0,0.0,1151210.0,29480000.0,3.86,0.0,0.891,0.0,0.0,0.0,4515398.0,0.11438222523744912
LTRPA,14.25,522521.0,1091000000.0,480000000.0,230000000.0,0.0,165000000.0,1731000000.0,72130000.0,1.33,0.0,6.03,0.0,0.0,0.0,695000000.0,-9.683904062110079
LTRPB,14.4,38.0,1102000000.0,480000000.0,230000000.0,0.0,165000000.0,1731000000.0,2930000.0,1.23,0.0,6.03,0.0,0.0,0.0,695000000.0,-238.39590443686006
LTRX,4.28,159651.0,78258000.0,59.0,4893000.0,8439000.0,1036000.0,10042000.0,18950000.0,1.77,111.62,0.04,0.0,0.0,0.0,9568000.0,0.44597625329815305
LTXB,46.26,298646.0,2122000000.0,1240000000.0,0.0,8432000.0,69693000.0,8126322000.0,46960000.0,1.18,22.26,2.03,0.0,0.0,0.0,293456000.0,-165.2248083475298
LULU,155.97,1306997.0,20781000000.0,100000000.0,19173000.0,329562000.0,473642000.0,401523000.0,122590000.0,0.07,60.78,2.58,0.0,0.0,0.0,990501000.0,10.129543600619952
LUNA,3.4,252840.0,92177000.0,1620000.0,13857985.0,6951110.0,3453741.0,16684855.0,27930000.0,1.47,5.27,0.63,0.0,0.0,0.0,36981533.0,1.3469195399212317
LVHD,31.29,24703.0,92177000.0,1620000.0,13857985.0,6951110.0,3453741.0,16684855.0,27930000.0,1.47,5.27,0.63,0.0,0.0,0.0,36981533.0,1.3469195399212317
LWAY,3.24,27198.0,49385000.0,5980000.0,11023000.0,7697000.0,24645000.0,17929000.0,15880000.0,-0.11,0.0,0.08,0.0,0.0,0.0,4978000.0,1.4993545340050378
LX,10.05,1744148.0,1718000000.0,1570000000.0,10662155000.0,101653000.0,63125000.0,13028058000.0,165660000.0,-0.11,14.26,0.73,0.0,0.0,0.0,1126475000.0,-22.884312749003985
LXRX,10.71,846288.0,1110000000.0,245090000.0,0.0,0.0,17687000.0,384437000.0,105880000.0,1.87,0.0,1.29,0.0,0.0,0.0,310788000.0,-0.5285417453721194
LYL,1.49,4370.0,16561000.0,0.0,2370123.0,0.0,1060376.0,2024205.0,11420000.0,1.87,80.56,0.02,0.0,0.0,0.0,3937490.0,0.41604669439579683
LYTS,4.75,88624.0,122055000.0,45360000.0,52393000.0,50994000.0,43703000.0,90266000.0,25640000.0,2.0,0.0,0.76,0.0,0.0,0.0,3178000.0,0.8348966458658347
MACK,5.65,59848.0,74319000.0,0.0,100000.0,0.0,6467000.0,21042000.0,13340000.0,3.0,0.0,3.41,0.0,0.0,0.0,93441000.0,5.917616191904048
MAGS,5.59,18673.0,128579000.00000001,0.0,21591000.0,9596000.0,5718000.0,29596000.0,23040000.0,1.44,77.5,0.07,0.0,0.0,0.0,22463000.0,0.8496636284722222
MAMS,7.7,9330.0,94589000.0,6390000.0,5010000.0,170000.0,480000.0,17114000.0,12600000.0,0.16,27.81,0.27,0.0,0.0,0.0,4171000.0,-0.6841666666666667
MANH,58.06,545779.0,3777000000.0,0.0,92231000.0,0.0,15493000.0,140039000.0,65760000.00000001,1.64,36.33,1.58,0.0,0.0,0.0,125522000.0,1.06674650243309
MANT,61.5,369607.0,2468000000.0,29500000.0,311410000.0,96000.0,46082000.0,401501000.0,26390000.0,0.95,19.96,3.12,0.0,0.0,0.0,9451000.0,-4.257768093974991
MAR,132.18,5433029.0,45421000000.0,8990000000.0,1991000000.0,0.0,1793000000.0,20217000000.0,346990000.0,1.36,31.62,4.14,0.0,0.0,0.0,383000000.0,-47.68941468053834
MARA,0.83,928562.0,19732000.0,999.11,6826.0,0.0,10011.0,7670100.0,24060000.0,1.25,0.0,2.56,0.0,0.0,0.0,14948529.0,0.3031404613466334
MARK,3.24,316896.0,115495000.0,41080000.0,3963000.0,234000.0,13387000.0,183125000.0,34790000.0,2.44,0.0,3.92,0.0,0.0,0.0,22632000.0,-4.139601897096867
MARPS,4.089,24028.0,7470000.0,0.0,2800.0,0.0,7.0,0.0,2000000.0,3.11,9.78,0.382,0.0,0.0,0.0,1016681.0,0.509394
MASI,122.0,507021.0,6391000000.0,0.0,129112000.0,95944000.0,164096000.0,203324000.0,52170000.0,1.59,54.93,2.23,0.0,0.0,0.0,315302000.0,8.067471727046195
MAT,16.61,2436032.0,5689000000.0,2930000000.0,1128600000.0,600700000.0,785300000.0,4981000000.0,344150000.0,0.91,0.0,4.18,0.0,0.0,0.0,1079200000.0,-5.723376434694174
MATR,2.675,6640.0,88832000.0,10730000.0,6565000.0,0.0,8572000.0,35737000.0,33210000.0,0.33,0.0,0.379,0.0,0.0,0.0,9044000.0,-0.397387834989461
MATW,52.15,157275.0,1655000000.0,1030000000.0,319566000.0,171445000.0,235533000.0,1454390000.0,32100000.0,1.47,16.97,3.04,0.0,0.0,0.0,57515000.0,-26.04190031152648
MAYS,37.35,872.0,79724000.0,5470000.0,171607.0,0.0,49485089.0,14848528.0,2020000.0,0.15,21.54,1.84,0.0,0.0,0.0,5381195.0,19.874485767326732
MB,42.7,924607.0,1998000000.0,246180000.0,10917000.0,0.0,32871000.0,49377000.0,44410000.0,1.0,0.0,0.53,0.0,0.0,0.0,232019000.0,5.037170682278766
MBB,103.11,383999.0,1998000000.0,246180000.0,10917000.0,0.0,32871000.0,49377000.0,44410000.0,1.0,0.0,0.53,0.0,0.0,0.0,232019000.0,5.037170682278766
MBCN,48.4,7979.0,156845000.0,106830000.0,0.0,212000.0,11853000.0,986473000.0,3230000.0,0.21,14.89,3.26,0.0,0.0,0.0,24086000.0,-294.2501547987616
MBFI,48.61,1893879.0,4017000000.0000005,1580000000.0,0.0,15113000.0,695741000.0,17077117000.0,83510000.0,0.72,13.38,3.6,0.0,0.0,0.0,369221000.0,-191.64888636091487
MBFIO,25.11,7517.0,3917000000.0,1580000000.0,0.0,15113000.0,695741000.0,17077117000.0,84250000.0,1.03,7.0,3.6,0.0,0.0,0.0,369221000.0,-189.96556083086054
MBII,1.98,491210.0,209013000.0,21840000.0,3785000.0,9827000.0,16016000.0,87564000.0,110590000.0,-1.27,0.0,0.39,0.0,0.0,0.0,786000.0,-0.5697599240437653
MBIN,28.0,408619.0,767564000.0,189590000.0,2600000.0,0.0,5354000.0,3025659000.0,28690000.0,-1.27,12.11,2.21,0.0,0.0,0.0,255319000.0,-96.306587661206
MBIO,6.08,73327.0,165985000.0,0.0,106000.0,0.0,1381000.0,3661000.0,26030000.0,-1.27,0.0,1.28,0.0,0.0,0.0,34975000.0,1.2591048789857857
MBOT,6.15,397199.0,27371000.0,0.0,35000.0,0.0,90000.0,1056000.0,2910000.0,-0.21,0.0,1.92,0.0,0.0,0.0,10787000.0,3.38393470790378
MBRX,1.64,66317.0,43784000.0,0.0,0.0,0.0,33000.0,2365000.0,26860000.0,-0.75,0.0,0.57,0.0,0.0,0.0,7714000.0,0.2003723008190618
MBSD,22.85,3465.0,43784000.0,0.0,0.0,0.0,33000.0,2365000.0,26860000.0,-0.75,0.0,0.57,0.0,0.0,0.0,7714000.0,0.2003723008190618
MBTF,11.3,40641.0,259718000.00000003,37800000.0,0.0,1412000.0,27400000.0,1214762000.0,22980000.0,-0.07,20.93,0.54,0.0,0.0,0.0,48069000.0,-49.54686684073107
MBUU,52.67,207809.0,1146000000.0,108490000.0,24725000.0,44268000.0,40845000.0,225897000.0,20560000.0,1.63,39.0,1.36,0.0,0.0,0.0,61623000.0,-4.024866245136187
MBWM,34.62,82535.0,577211000.0,370430000.0,0.0,2260000.0,46034000.0,2920834000.0,16610000.0,0.59,15.72,2.21,0.0,0.0,0.0,190501000.0,-161.53937387116196
MCBC,12.09,94811.0,411233000.0,107310000.0,0.0,5778000.0,46629000.0,1717246000.0,34010000.0,0.32,21.03,0.57,0.0,0.0,0.0,155383000.0,-44.46765657159659
MCEF,17.59,633.0,411233000.0,107310000.0,0.0,5778000.0,46629000.0,1717246000.0,34010000.0,0.32,21.03,0.57,0.0,0.0,0.0,155383000.0,-44.46765657159659
MCEP,1.45,55744.0,46502000.0,87000000.0,0.0,0.0,0.0,0.0,30440000.0,1.79,0.0,1.23,0.0,0.0,0.0,0.0,0.0
MCFT,37.21,226187.0,691001000.0,75160000.0,5515000.0,20467000.0,22265000.0,124402000.0,18730000.0,1.12,17.41,2.12,0.0,0.0,0.0,7909000.0,-4.263654564869194
MCHI,60.06,3765349.0,691001000.0,75160000.0,5515000.0,20467000.0,22265000.0,124402000.0,18730000.0,1.12,17.41,2.12,0.0,0.0,0.0,7909000.0,-4.263654564869194
MCHP,83.38,3841853.0,19492000000.0,11350000000.0,563700000.0,476200000.0,767900000.0,4977400000.0,235560000.0,1.13,170.97,0.48,0.0,0.0,0.0,901300000.0,-11.238431822041093
MCHX,2.89,57960.0,121307000.0,0.0,14860000.0,0.0,2405000.0,33823000.0,36060000.0,0.63,0.0,0.1,0.0,0.0,0.0,104190000.0,2.327149195784803
MCRB,7.44,139629.0,305152000.0,0.0,510000.0,0.0,32931000.0,128823000.0,40800000.0,0.97,0.0,2.26,0.0,0.0,0.0,36088000.0,-1.45640931372549
MCRI,45.63,49276.0,814469000.0,36970000.0,8933000.0,3335000.0,250714000.0,65613000.0,17880000.0,1.23,28.84,1.58,0.0,0.0,0.0,29151000.0,12.45074105145414
MDB,82.18,765225.0,4245000000.0,210550000.0,46872000.0,0.0,59557000.0,221703000.0,31500000.0,1.23,0.0,2.62,0.0,0.0,0.0,61902000.0,-2.0663492063492064
MDCA,4.6,659141.0,267161000.0,1000000000.0,469800000.0,0.0,90306000.0,1791519000.0,57450000.0,1.09,1.5,3.1,0.0,0.0,0.0,46179000.0,-22.67509138381201
MDCO,34.49,445488.0,2484000000.0,662730000.0,3496000.0,5559000.0,17254000.0,848069000.0,73590000.0,1.43,0.0,3.18,0.0,0.0,0.0,151359000.0,-9.159593694795488
MDGL,216.7,173582.0,3248000000.0,0.0,0.0,0.0,301000.0,10054000.0,15370000.0,1.07,0.0,2.22,0.0,0.0,0.0,148627000.0,9.035393623942745
MDGS,3.15,55640.0,10069000.0,0.0,74000.0,180000.0,120000.0,1699000.0,19180000.0,1.42,0.0,4.14,0.0,0.0,0.0,2828000.0,0.07270594369134516
MDGSW,3.15,55640.0,10069000.0,0.0,74000.0,180000.0,120000.0,1699000.0,19180000.0,1.42,0.0,4.14,0.0,0.0,0.0,2828000.0,0.07270594369134516
MDIV,18.63,58747.0,10069000.0,0.0,74000.0,180000.0,120000.0,1699000.0,19180000.0,1.42,0.0,4.14,0.0,0.0,0.0,2828000.0,0.07270594369134516
MDLZ,43.87,8457403.0,64441000000.0,20120000000.0,3526000000.0,2557000000.0,8677000000.0,36918000000.0,1470000000.0,0.54,21.69,2.03,0.0,0.0,0.0,761000000.0,-16.02517006802721
MDRX,14.37,3565050.0,2509000000.0,1650000000.0,567873000.0,0.0,165603000.0,2638543000.0,174610000.0,1.66,1306.36,0.01,0.0,0.0,0.0,155839000.0,-10.83097331195235
MDSO,75.05,609860.0,4417000000.0,382550000.0,110685000.0,0.0,88091000.0,548682000.0,59630000.0,1.43,84.36,0.88,0.0,0.0,0.0,237325000.0,-2.3520417575046118
MDWD,6.4,5745.0,172585000.0,0.0,1261000.0,1886000.0,1924000.0,34515000.0,27180000.0,0.55,0.0,0.85,0.0,0.0,0.0,36069000.0,0.19745217071376012
MDXG,6.2,16993767.0,702852000.0,8.6,67151000.0,17814000.0,13786000.0,60263000.0,111030000.0,0.87,20.35,0.31,0.0,0.0,0.0,34391000.0,0.4249684769882014
MEDP,58.37,772302.0,2164000000.0,191090000.0,83079000.0,0.0,48739000.0,447187000.0,37380000.0,1.03,41.77,1.39,0.0,0.0,0.0,26485000.0,-8.283941947565543
MEET,5.0,686648.0,352553000.0,48600000.0,26443675.0,0.0,4524118.0,89804211.0,73140000.0,2.01,0.0,0.98,0.0,0.0,0.0,24158444.0,-0.5645186320754717
MEIP,4.51,228575.0,313491000.0,0.0,0.0,0.0,32000.0,54198000.0,71090000.0,1.89,0.0,0.97,0.0,0.0,0.0,13309000.0,-0.5747221831481221
MELI,323.08,584924.0,14116000000.0,480020000.0,673430000.0,2549000.0,114837000.0,1347408000.0,44160000.0,2.08,0.0,1.46,0.0,0.0,0.0,388260000.0,-7.653170289855073
MELR,19.75,5599.0,51972000.0,39000000.0,0.0,0.0,1993000.0,262533000.0,2600000.0,-0.01,27.78,0.72,0.0,0.0,0.0,17603000.0,-93.4373076923077
MEOH,79.2,482023.0,6204000000.0,1500000000.0,536636000.0,304464000.0,2998326000.0,2865631000.0,79960000.0,1.67,17.18,4.54,0.0,0.0,0.0,375479000.0,13.29268384192096
MERC,16.35,463196.0,1118000000.0,736930000.0,206027000.0,176601000.0,844848000.0,1174044000.0,65170000.0,1.78,10.66,1.61,0.0,0.0,0.0,143299000.0,0.8734655516341875
MESO,6.63,243988.0,656638000.0,59400000.0,49645000.0,0.0,1084000.0,146435000.0,473310000.0,1.66,0.0,0.38,0.0,0.0,0.0,37763000.0,-0.14864306691174917
METC,7.46,110052.0,296610000.0,14760000.0,7165487.0,10057787.0,115450841.0,34700745.0,40080000.0,1.66,47.13,0.16,0.0,0.0,0.0,5934043.0,2.422334025698603
MFIN,6.8,35072.0,163740000.0,329940000.0,547000.0,0.0,235000.0,348363000.0,24440000.0,1.89,0.0,1.07,0.0,0.0,0.0,12690000.0,-13.708173076923076
MFINL,25.75,300.0,160074000.0,329940000.0,547000.0,0.0,235000.0,348363000.0,24230000.0,1.77,0.0,1.07,0.0,0.0,0.0,12690000.0,-13.826981015270325
MFNC,16.35,6935.0,175046000.0,101750000.0,0.0,3558000.0,16290000.0,903967000.0,10710000.0,0.58,27.37,0.6,0.0,0.0,0.0,22295000.0,-80.63520074696545
MFSF,38.5,29460.0,314300000.0,282280000.0,0.0,733000.0,21539000.0,1438650000.0,8590000.0,0.19,21.71,1.69,0.0,0.0,0.0,25141000.0,-162.00273573923167
MGEE,65.05,95636.0,2252000000.0,448800000.0,0.0,733000.0,21539000.0,1438650000.0,34670000.0,-0.08,22.27,2.92,0.0,0.0,0.0,25141000.0,-40.138549177963654
MGEN,5.71,178012.0,172805000.0,10110000.0,2556000.0,0.0,563000.0,13971000.0,30750000.0,2.16,0.0,1.02,0.0,0.0,0.0,47441000.0,1.1691056910569106
MGI,6.11,325193.0,327837000.0,904600000.0,1151500000.0,0.0,214900000.0,5017800000.0,55590000.0,2.43,0.0,0.56,0.0,0.0,0.0,190000000.0,-67.44513401690952
MGIC,9.1,19984.0,441255000.0,34810000.0,87265000.0,0.0,3234000.0,103137000.0,48760000.0,0.42,22.62,0.4,0.0,0.0,0.0,76076000.0,0.8536043888433142
MGLN,73.45,197635.0,1802000000.0,825050000.0,660775000.0,40945000.0,79038000.0,1680740000.0,24520000.0,0.26,16.54,4.45,0.0,0.0,0.0,169719000.0,-37.35437398042414
MGNX,22.69,864120.0,938093000.0,0.0,13643000.0,0.0,49983000.0,74645000.0,42240000.0,3.59,0.0,0.9,0.0,0.0,0.0,211727000.0,4.670862926136364
MGPI,78.75,95312.0,1332000000.0,40460000.0,0.0,0.0,0.0,0.0,16850000.0,1.06,31.39,2.52,0.0,0.0,0.0,0.0,0.0
MGRC,54.2,460558.0,1326000000.0,314860000.0,105872000.0,0.0,119170000.0,623670000.0,24170000.0,0.72,8.13,6.74,0.0,0.0,0.0,2501000.0,-17.484278030616466
MGTA,11.62,424474.0,372305000.0,0.0,0.0,0.0,1956000.0,4142000.0,32890000.0,0.72,0.0,14.33,0.0,0.0,0.0,51402000.0,1.4963818789905747
MGTX,12.05,133544.0,354753000.0,49.45,0.0,0.0,14102596.0,21880853.0,27180000.0,0.72,0.0,1.9,0.0,0.0,0.0,8548638.0,0.028343671817512878
MGYR,12.16,411.0,73225000.0,48760000.0,0.0,11056000.0,17567000.0,553587000.0,5820000.0,0.14,40.58,0.31,0.0,0.0,0.0,22334000.0,-87.31237113402062
MHLD,2.75,1294011.0,245272000.0,254590000.0,0.0,0.0,0.0,5411563000.0,83140000.0,1.18,0.0,2.26,0.0,0.0,0.0,67919000.0,-64.27284099109934
MICT,1.22,36589.0,11491000.0,5220000.0,5524000.0,4979000.0,910000.0,23758000.0,9340000.0,-1.01,0.0,0.31,0.0,0.0,0.0,2114000.0,-1.509796573875803
MIDD,127.5,487676.0,7178000000.0,2069999999.9999998,328421000.0,424639000.0,281915000.0,1978565000.0,55720000.0,1.83,24.06,5.35,0.0,0.0,0.0,89654000.0,-20.609489411342427
MIK,16.44,2815349.0,2843000000.0,2840000000.0,29968000.0,1123288000.0,330020000.0,3809710000.0,171370000.0,1.25,8.95,1.85,0.0,0.0,0.0,425896000.0,-14.41135554647838
MILN,23.65,17781.0,2843000000.0,2840000000.0,29968000.0,1123288000.0,330020000.0,3809710000.0,171370000.0,1.25,8.95,1.85,0.0,0.0,0.0,425896000.0,-14.41135554647838
MIME,41.06,822797.0,2514000000.0,72910000.0,68745000.0,0.0,123822000.0,256706000.0,59710000.0,0.16,0.0,0.24,0.0,0.0,0.0,78339000.0,-0.05001256071009881
MIND,3.96,6084.0,48108000.0,0.0,10494000.0,10856000.0,0.0,7830000.0,12090000.0,1.95,0.0,2.05,0.0,0.0,0.0,9902000.0,1.2713399503722085
MINDP,23.8152,215.0,47109000.0,0.0,10494000.0,10856000.0,0.0,7830000.0,12090000.0,1.72,0.0,2.054,0.0,0.0,0.0,9902000.0,1.2713399503722085
MINI,43.45,260326.0,1936000000.0,918960000.0,111562000.0,15671000.0,157304000.0,1211719000.0,44660000.0,1.6,14.57,2.97,0.0,0.0,0.0,13451000.0,-21.259673085535155
MITK,7.3,186969.0,272137000.0,0.0,7099000.0,0.0,613000.0,10311000.0,37800000.0,0.21,79.12,0.09,0.0,0.0,0.0,12289000.0,0.20939814814814814
MITL,11.02,1522980.0,1357000000.0,532900000.0,283300000.0,84200000.0,53200000.0,1284800000.0,123040000.0,1.69,0.0,0.29,0.0,0.0,0.0,43300000.0,-7.588792262678804
MKGI,2.62,18096.0,22581000.0,1190000.0,0.0,0.0,0.0,4627324.0,8039999.999999999,0.43,0.0,1.42,0.0,0.0,0.0,1604414.0,-0.3759838308457712
MKSI,83.65,357094.0,4583000000.0,354610000.0,300308000.0,339081000.0,171782000.0,825111000.0,54790000.0,0.84,12.1,6.91,0.0,0.0,0.0,333768000.0,1.372704873152035
MKTX,183.24,197778.0,6833000000.0,0.0,52636000.0,0.0,38548000.0,66464000.0,37570000.0,0.42,44.26,4.11,0.0,0.0,0.0,167014000.0,4.753127495342028
MLAB,181.02,30930.0,697523000.0,39410000.0,14302000.0,9228000.0,23593000.0,64740000.0,3850000.0,-0.07,0.0,0.07,0.0,0.0,0.0,5469000.0,-5.282467532467533
MLCO,22.12,3389851.0,10810000000.0,3810000000.0,178921000.0,34988000.0,5730760000.0,5559440000.0,489800000.0,1.72,26.46,0.83,0.0,0.0,0.0,1408211000.0,3.534536035116374
MLHR,39.8,657115.0,2347000000.0,275000000.0,219300000.0,162400000.0,331400000.0,784200000.0,59500000.0,1.82,18.61,2.12,0.0,0.0,0.0,203900000.0,-0.05420168067226891
MLNT,4.55,337686.0,252046000.0,107460000.0,7564000.0,10825000.0,1596000.0,87937000.0,56010000.0,0.95,0.0,6.15,0.0,0.0,0.0,128387000.0,0.9486073915372255
MLNX,78.65,414805.0,4070999999.9999995,0.0,156472000.0,64657000.0,109919000.0,344486000.0,52970000.0,0.78,73.54,1.04,0.0,0.0,0.0,62473000.0,-0.4230979799886728
MLVF,24.4,46747.0,165617000.0,149920000.0,0.0,0.0,7507000.0,943492000.0,6460000.0,-0.19,25.15,1.02,0.0,0.0,0.0,117136000.0,-126.75681114551084
MMAC,27.7,993.0,158946000.0,203190000.0,5320000.0,0.0,0.0,304784000.0,5800000.0,0.52,4.3,6.368,0.0,0.0,0.0,39347000.0,-45.07706896551724
MMDM,10.1,642.0,63373000.0,0.0,0.0,0.0,0.0,206103399.0,6270000.0,0.52,258.97,0.04,0.0,0.0,0.0,558398.0,-32.782296810207335
MMDMR,0.449,90745.0,0.0,0.0,0.0,0.0,0.0,206103399.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,558398.0,-32.782296810207335
MMDMU,10.96,0.0,68079000.0,0.0,0.0,0.0,0.0,206103399.0,6270000.0,0.52,278.21,0.04,0.0,0.0,0.0,558398.0,-32.782296810207335
MMDMW,10.96,0.0,68079000.0,0.0,0.0,0.0,0.0,206103399.0,6270000.0,0.52,278.21,0.04,0.0,0.0,0.0,558398.0,-32.782296810207335
MMLP,11.25,159263.0,431527000.0,831930000.0,130939000.0,97252000.0,831928000.0,955257000.0,39050000.0,2.23,54.43,0.2,0.0,0.0,0.0,27000.0,0.6025160051216389
MMSI,61.0,281167.0,3361000000.0,413570000.0,115735000.0,155288000.0,292820000.0,435477000.0,54740000.0,0.35,163.73,0.38,0.0,0.0,0.0,32336000.0,0.9887513701132628
MMYT,27.7,454415.0,2876000000.0,550.0,73511000.0,596000.0,13690000.0,206524000.0,59340000.0,-0.09,0.0,1.99,0.0,0.0,0.0,187647000.0,0.8467180653859117
MNDO,2.42,40983.0,44685000.0,0.0,2082000.0,4000.0,202000.0,6356000.0,19340000.0,0.28,8.68,0.27,0.0,0.0,0.0,5014000.0,0.0218976215098242
MNGA,0.1424,3471350.0,5705000.0,1110000.0,389652.0,738950.0,6865389.0,3833371.0,39920000.0,-0.14,0.0,3.224,0.0,0.0,0.0,586824.0,0.10722835671342686
MNKD,1.68,2853729.0,266199000.0,129360000.00000001,2789000.0,2657000.0,26922000.0,299307000.0,152990000.0,3.5,0.0,0.99,0.0,0.0,0.0,43946000.0,-1.4708069154846721
MNLO,11.58,791993.0,261260000.0,0.0,786000.0,0.0,28000.0,14574000.0,22980000.0,3.5,0.0,3.03,0.0,0.0,0.0,10206000.0,-0.163207136640557
MNOV,12.2,188012.0,499618000.0,0.0,0.0,0.0,62886.0,4776924.0,41880000.0,0.65,0.0,0.34,0.0,0.0,0.0,27991743.0,0.5558191260744986
MNRO,71.15,253143.0,2368000000.0,410790000.0,31874000.0,152367000.0,416669000.0,589956000.0,32890000.0,0.91,35.91,2.01,0.0,0.0,0.0,1909000.0,-2.1674977196716325
MNST,60.38,3177170.0,33069000000.000004,0.0,449381000.0,255745000.0,230276000.0,895800000.0,552520000.0,0.8,37.9,1.58,0.0,0.0,0.0,528622000.0,0.5936549808151741
MNTA,27.8,1302803.0,2100000000.0,0.0,15048000.0,0.0,0.0,85277000.0,78080000.0,2.03,0.0,1.82,0.0,0.0,0.0,379890000.0,3.9177638319672132
MNTX,10.9,129938.0,204888000.0,78270000.0,48579000.0,54360000.0,22038000.0,154343000.0,19610000.0,0.88,0.0,0.28,0.0,0.0,0.0,5014000.0,-3.2471570627231006
